"GCAM_region_ID","fuel","service","year","pcgdp_thous","en_EJ","price","afford"
19,"traditional biomass","resid others TradBio",1978,15.1820639254943,0,1,6863.50087047665
19,"traditional biomass","resid others TradBio",1979,15.8792481768494,0,1,7178.68362425379
19,"traditional biomass","resid others TradBio",1980,16.9054551930182,0,1,7642.61084675326
19,"traditional biomass","resid others TradBio",1981,17.4811645210401,0,1,7902.87726990961
19,"traditional biomass","resid others TradBio",1990,24.9209449153634,0,1,11266.2499617375
19,"traditional biomass","resid others TradBio",1991,25.6850375777729,0,1,11611.6806409462
19,"traditional biomass","resid others TradBio",1992,25.819877899338,0,1,11672.6391949991
19,"traditional biomass","resid others TradBio",1993,25.6093008573211,0,1,11577.4416172338
19,"traditional biomass","resid others TradBio",1994,25.7926827105123,0,1,11660.3448058374
19,"traditional biomass","resid others TradBio",1995,26.4344505185326,0,1,11950.4749179623
19,"traditional biomass","resid others TradBio",1996,27.1939624620053,0,1,12293.834747742
19,"traditional biomass","resid others TradBio",1997,27.4327216545826,0,1,12401.7728999017
19,"traditional biomass","resid others TradBio",1998,27.0752253073317,0,1,12240.1561063886
19,"traditional biomass","resid others TradBio",1999,26.9627557042254,0,1,12189.3108970277
19,"traditional biomass","resid others TradBio",2000,27.6691737602454,0,1,12508.6680652104
19,"traditional biomass","resid others TradBio",2001,27.7403464736158,0,1,12540.8437945822
19,"traditional biomass","resid others TradBio",2002,27.7341526195823,0,1,12538.0436797388
19,"traditional biomass","resid others TradBio",2003,28.1216464467657,0,1,12713.221720961
19,"traditional biomass","resid others TradBio",2004,28.7089498103493,0,1,12978.7295706823
19,"traditional biomass","resid others TradBio",2005,29.1585563572887,0,1,13181.9875032951
19,"traditional biomass","resid others TradBio",2006,29.5503606716765,0,1,13359.1142277019
19,"traditional biomass","resid others TradBio",2007,30.0225057348366,0,1,13572.561362946
19,"traditional biomass","resid others TradBio",2008,29.6838988080475,0,1,13419.4840904374
19,"traditional biomass","resid others TradBio",2009,28.0724823312662,0,1,12690.995628963
19,"traditional biomass","resid others TradBio",2010,29.2521277670145,0,1,13224.2892255943
19,"traditional biomass","resid others TradBio",2011,29.2282296793829,0,1,13213.4853885094
19,"traditional biomass","resid others TradBio",2012,29.6826341416463,0,1,13418.9123605996
19,"traditional biomass","resid others TradBio",2013,30.3021740361484,0,1,13698.993687228
19,"traditional biomass","resid others TradBio",2014,30.4502643529285,0,1,13765.9422933673
19,"traditional biomass","resid others TradBio",2015,30.9067599234315,0,1,13972.3146127629
23,"traditional biomass","resid heating TradBio",1971,4.41419522790268,0,2.46867,808.357319076862
23,"traditional biomass","resid heating TradBio",1972,4.52619100126681,0,2.46867,828.866743429529
23,"traditional biomass","resid heating TradBio",1973,4.6402099118679,0,2.46867,849.746658371885
23,"traditional biomass","resid heating TradBio",1974,4.7565171839659,0,2.46867,871.045633566273
23,"traditional biomass","resid heating TradBio",1975,4.87531251970883,0,2.46867,892.800239822238
23,"traditional biomass","resid heating TradBio",1976,4.9965436236315,0,2.46867,915.000900440102
23,"traditional biomass","resid heating TradBio",1977,5.11999437946997,0,2.46867,937.608038746264
23,"traditional biomass","resid heating TradBio",1978,5.24555394028592,0,2.46867,960.601355698825
23,"traditional biomass","resid heating TradBio",1979,5.37310242427995,0,2.46867,983.958897730948
23,"traditional biomass","resid heating TradBio",1980,4.86989786514287,0,2.46867,891.80867161497
23,"traditional biomass","resid heating TradBio",1981,5.0933321233582,0,2.46867,932.72546587436
23,"traditional biomass","resid heating TradBio",1982,5.44499362882101,0,2.46867,997.124101888815
23,"traditional biomass","resid heating TradBio",1983,5.65891535709244,0,2.46867,1036.29889725461
23,"traditional biomass","resid heating TradBio",1984,5.84644254678065,0,2.46867,1070.64014599508
23,"traditional biomass","resid heating TradBio",1985,5.88617654665836,0,2.46867,1077.91650509545
23,"traditional biomass","resid heating TradBio",1986,6.04243026659692,0,2.46867,1106.53074429967
23,"traditional biomass","resid heating TradBio",1987,6.12518683287723,0,2.46867,1121.68568706964
23,"traditional biomass","resid heating TradBio",1988,6.42475829995313,0,2.46867,1176.54524254799
23,"traditional biomass","resid heating TradBio",1989,6.54724287752657,0,2.46867,1198.97544774817
23,"traditional biomass","resid others TradBio",1971,4.41419522790268,0,2.81217,709.618359802387
23,"traditional biomass","resid others TradBio",1972,4.52619100126681,0,2.81217,727.622605853193
23,"traditional biomass","resid others TradBio",1973,4.6402099118679,0,2.81217,745.952087933134
23,"traditional biomass","resid others TradBio",1974,4.7565171839659,0,2.81217,764.64944303369
23,"traditional biomass","resid others TradBio",1975,4.87531251970883,0,2.81217,783.746774925401
23,"traditional biomass","resid others TradBio",1976,4.9965436236315,0,2.81217,803.235676680097
23,"traditional biomass","resid others TradBio",1977,5.11999437946997,0,2.81217,823.081405822458
23,"traditional biomass","resid others TradBio",1978,5.24555394028592,0,2.81217,843.266142791161
23,"traditional biomass","resid others TradBio",1979,5.37310242427995,0,2.81217,863.770615596305
23,"traditional biomass","resid others TradBio",1980,4.86989786514287,0,2.81217,782.876324459662
23,"traditional biomass","resid others TradBio",1981,5.0933321233582,0,2.81217,818.795227827641
23,"traditional biomass","resid others TradBio",1982,5.44499362882101,0,2.81217,875.327720802747
23,"traditional biomass","resid others TradBio",1983,5.65891535709244,0,2.81217,909.717406374988
23,"traditional biomass","resid others TradBio",1984,5.84644254678065,0,2.81217,939.863951757423
23,"traditional biomass","resid others TradBio",1985,5.88617654665836,0,2.81217,946.251520581608
23,"traditional biomass","resid others TradBio",1986,6.04243026659692,0,2.81217,971.370597271948
23,"traditional biomass","resid others TradBio",1987,6.12518683287723,0,2.81217,984.674399164419
23,"traditional biomass","resid others TradBio",1988,6.42475829995313,0,2.81217,1032.83298802026
23,"traditional biomass","resid others TradBio",1989,6.54724287752657,0,2.81217,1052.52339602246
28,"traditional biomass","resid heating TradBio",1971,1.40170351797283,0,2.11409,299.741977905813
28,"traditional biomass","resid heating TradBio",1972,1.46374492556544,0,2.11409,313.008987644623
28,"traditional biomass","resid heating TradBio",1973,1.64833996378196,0,2.11409,352.483014182446
28,"traditional biomass","resid heating TradBio",1974,1.77049362012915,0,2.11409,378.60449999771
28,"traditional biomass","resid heating TradBio",1975,1.86829259394723,0,2.11409,399.517951004658
28,"traditional biomass","resid heating TradBio",1976,2.0864588785458,0,2.11409,446.170893527418
28,"traditional biomass","resid heating TradBio",1977,2.29891412771681,0,2.11409,491.602581317634
28,"traditional biomass","resid heating TradBio",1978,2.5002268272744,0,2.11409,534.651532803622
28,"traditional biomass","resid heating TradBio",1979,2.67248317664963,0,2.11409,571.487039176067
28,"traditional biomass","resid heating TradBio",1980,2.44571288705359,0,2.11409,522.994205804219
28,"traditional biomass","resid heating TradBio",1981,2.58352551316748,0,2.11409,552.464224679189
28,"traditional biomass","resid heating TradBio",1982,2.75614869565559,0,2.11409,589.378175088768
28,"traditional biomass","resid heating TradBio",1983,3.07615865875142,0,2.11409,657.80949316567
28,"traditional biomass","resid heating TradBio",1984,3.35116052090523,0,2.11409,716.616224427196
28,"traditional biomass","resid heating TradBio",1985,3.56589436399122,0,2.11409,762.53516949983
28,"traditional biomass","resid heating TradBio",1986,3.92185263275613,0,2.11409,838.653716798495
28,"traditional biomass","resid heating TradBio",1987,4.36620770757609,0,2.11409,933.675144162569
28,"traditional biomass","resid heating TradBio",1988,4.83954284858195,0,2.11409,1034.89370397799
28,"traditional biomass","resid heating TradBio",1989,5.13043544613937,0,2.11409,1097.09852934372
28,"traditional biomass","resid others TradBio",1971,1.40170351797283,0,2.45759,257.846718968949
28,"traditional biomass","resid others TradBio",1972,1.46374492556544,0,2.45759,269.259384474067
28,"traditional biomass","resid others TradBio",1973,1.64833996378196,0,2.45759,303.216083827232
28,"traditional biomass","resid others TradBio",1974,1.77049362012915,0,2.45759,325.686541449208
28,"traditional biomass","resid others TradBio",1975,1.86829259394723,0,2.45759,343.676896894696
28,"traditional biomass","resid others TradBio",1976,2.0864588785458,0,2.45759,383.809107417177
28,"traditional biomass","resid others TradBio",1977,2.29891412771681,0,2.45759,422.890759295813
28,"traditional biomass","resid others TradBio",1978,2.5002268272744,0,2.45759,459.92271248858
28,"traditional biomass","resid others TradBio",1979,2.67248317664963,0,2.45759,491.609680480361
28,"traditional biomass","resid others TradBio",1980,2.44571288705359,0,2.45759,449.894742633491
28,"traditional biomass","resid others TradBio",1981,2.58352551316748,0,2.45759,475.245705244579
28,"traditional biomass","resid others TradBio",1982,2.75614869565559,0,2.45759,507.000153065977
28,"traditional biomass","resid others TradBio",1983,3.07615865875142,0,2.45759,565.86675214605
28,"traditional biomass","resid others TradBio",1984,3.35116052090523,0,2.45759,616.454003271209
28,"traditional biomass","resid others TradBio",1985,3.56589436399122,0,2.45759,655.954807957346
28,"traditional biomass","resid others TradBio",1986,3.92185263275613,0,2.45759,721.434183955229
28,"traditional biomass","resid others TradBio",1987,4.36620770757609,0,2.45759,803.174364122025
28,"traditional biomass","resid others TradBio",1988,4.83954284858195,0,2.45759,890.245496865969
28,"traditional biomass","resid others TradBio",1989,5.13043544613937,0,2.45759,943.755886824188
30,"traditional biomass","resid heating TradBio",1971,1.45246268764601,0,1,656.628701467454
